[(2.223145952599431, 1.3248474531177872)]
[(0.073808685122565207, 1.0191384018637115)]
[(4.0335104926247851, 0.73510437948869323)]
[(0.64813195333538798, 2.4277322051888461)]
[(0.93614042853284352, 2.4461963672942928)]
[(0.72755594335168283, 2.5264400526546527)]
[(4.6056253254870274, 0.45179414369449872)]
[(0.28052126544202965, 1.0601806083557883)]
[(0.11657593726027336, 1.8786864154317597)]
[(0.3154751189832955, 3.54459228587152)]
