(0.7445023053, 0.396540058744)
(0.746773169798, 0.334803379011)
(0.712682281859, 0.412940711636)
(0.72037033705, 0.392255927584)
(0.737774093655, 0.492188007135)
(0.636970046305, 0.421171041613)
(0.71022962411, 0.332284537786)
(0.679645546593, 0.330607305266)
(0.651546390473, 0.35052499327)
(0.722220533206, 0.379400933576)
(0.680282753653, 0.325641010814)
(0.652091770226, 0.360362968591)
(0.740581031084, 0.448609963646)
(0.746176912754, 0.422521574871)
(0.714403423421, 0.496416857434)
(0.666569462084, 0.388422969444)
(0.641374654794, 0.455232242857)
(0.624748948484, 0.415706688413)
(0.649786780715, 0.353352410656)
(0.655264155521, 0.43902584804)
(0.630818857606, 0.378107638859)
(0.692833312962, 0.39203099849)
(0.658873961436, 0.454649853913)
(0.726852848601, 0.387131058987)
(0.666254271056, 0.443729907784)
(0.73015677031, 0.493609561115)
(0.650302378637, 0.347914219556)
(0.64470153333, 0.428628758642)
(0.719291366186, 0.502320212016)
(0.747824220197, 0.473913608119)
(0.660395316559, 0.450904666478)
(0.626711446956, 0.413467622578)
(0.722159728638, 0.388351671012)
(0.684290271083, 0.465094946733)
(0.724904000134, 0.488129526341)
(0.634847470499, 0.404347098056)
(0.649381623743, 0.350205125743)
(0.645923829248, 0.448457025113)
(0.676802002332, 0.396629787129)
(0.755161718436, 0.464830606492)
(0.631977867137, 0.43456629418)
(0.655527228348, 0.43972216979)
(0.645222715346, 0.421621522503)
(0.712349718096, 0.335105459431)
(0.639757749635, 0.350708434825)
(0.65546518287, 0.399130207401)
(0.741985120253, 0.423733811906)
(0.676088479334, 0.479292029579)
(0.698184114993, 0.501840632507)
(0.704464358285, 0.430760071559)
(0.787627014849, 0.425337680746)
(0.683832375455, 0.435893532429)
(0.616889647774, 0.414661261661)
(0.750939523652, 0.4300729155)
(0.645356733579, 0.439304584165)
(0.669476292733, 0.46114454585)
(0.624627339347, 0.413470133533)
(0.685619285224, 0.379695420703)
(0.624686282551, 0.450932835543)
(0.739027412313, 0.470713978862)
(0.653545495777, 0.483020626027)
(0.637060632703, 0.459785272463)
(0.653321511602, 0.485308239559)
(0.694967677408, 0.344916531237)
(0.633493638167, 0.368828658903)
(0.683092172901, 0.414937347977)
(0.686257112738, 0.45598365733)
(0.633730651893, 0.373210754586)
(0.710431271914, 0.327272643298)
(0.716282780953, 0.486497152441)
(0.624012468659, 0.394125500784)
(0.650206208146, 0.421984924818)
(0.786963128234, 0.420738318689)
(0.706540399982, 0.438155893273)
(0.627658881407, 0.384307003683)
(0.651578033667, 0.480056475818)
(0.618908607631, 0.38985156344)
(0.624438100639, 0.375263482632)
(0.723792765621, 0.391530843208)
(0.67776991179, 0.472915087237)
(0.69639162113, 0.393629310145)
(0.66950049047, 0.482334448808)
(0.623722716277, 0.391796973132)
(0.682855779629, 0.454491665046)
(0.713473982159, 0.342564540578)
(0.720887796337, 0.341270385733)
(0.729388026836, 0.458882590428)
(0.713263647989, 0.413755000262)
(0.72997001342, 0.487066341623)
(0.716526619682, 0.497864929651)
(0.714889239515, 0.411614521653)
(0.730734413711, 0.499234634279)
(0.764922092595, 0.369470530776)
(0.684990764531, 0.39738757863)
(0.628709311351, 0.370891441911)
(0.725066559287, 0.448896620056)
(0.651728183724, 0.4384297352)
(0.652856790971, 0.379217106743)
(0.640376963507, 0.355387667445)
(0.740116310453, 0.443294821759)
(0.702258021084, 0.347563374158)
(0.657470492722, 0.416047675989)
(0.748915600157, 0.376424898438)
(0.753085056285, 0.48362877165)
(0.659951070936, 0.406962212692)
(0.773932336924, 0.415402126182)
(0.642338841524, 0.393897852454)
(0.757429480661, 0.402998206625)
(0.693142919897, 0.46157870232)
(0.769591635277, 0.453150129483)
(0.65399098231, 0.425712661138)
(0.684159975579, 0.470187374771)
(0.693662240549, 0.400193896109)
(0.621696310962, 0.423176102231)
(0.732592055325, 0.418835039381)
(0.62624734678, 0.411635720129)
(0.768518248506, 0.399860423399)
(0.715326660135, 0.428333480814)
(0.644562551459, 0.373203161294)
(0.781091764642, 0.390516927461)
(0.631314600976, 0.372098468896)
(0.756900853187, 0.398475037196)
(0.676028915675, 0.413367700378)
(0.652006147466, 0.360549989511)
(0.786425193939, 0.379587717071)
(0.642485268852, 0.376163850851)
(0.630517937037, 0.387206964906)
(0.747641186037, 0.470776853016)
(0.723704040588, 0.467454649395)
(0.631537344243, 0.386142563925)
(0.652573243136, 0.453185358706)
(0.624128493703, 0.447588741316)
(0.637631451101, 0.391610140352)
(0.635943814097, 0.423674013125)
(0.661554946545, 0.387754866043)
(0.71340138895, 0.448515815912)
(0.743222927541, 0.421096065248)
(0.74036635373, 0.437761938651)
(0.734189726386, 0.405708853255)
(0.6997358724, 0.348447507527)
(0.722435831015, 0.409612634978)
(0.722764672049, 0.388071599912)
(0.752249924149, 0.375546322254)
(0.632628724202, 0.418187581179)
(0.722594046985, 0.450911063649)
(0.696433812056, 0.419611854396)
(0.715061105489, 0.425195390736)
(0.730157390764, 0.454094892618)
(0.712377638562, 0.499242870416)
(0.675062867581, 0.328144506459)
(0.643082766806, 0.354927566156)
(0.695959784603, 0.401847607338)
(0.683450175309, 0.458503911959)
(0.691745035276, 0.454748342568)
(0.626232455866, 0.384366298473)
(0.616962240983, 0.393384972258)
(0.73555162463, 0.492250218301)
(0.651987533823, 0.353511054228)
(0.655726394333, 0.404452676012)
(0.649925762585, 0.353667404128)
(0.635153975161, 0.464273351524)
(0.695443566225, 0.461819935691)
(0.68465323713, 0.433277152245)
(0.702640221229, 0.496476795069)
(0.706418790845, 0.441221063235)
(0.635333907047, 0.441411475379)
