(0.648871609913, 0.447890891162)
(0.673550198825, 0.46839784013)
(0.777589297403, 0.458043523962)
(0.67703281151, 0.478789748622)
(0.677266722963, 0.475738163701)
(0.714480359814, 0.473637284379)
(0.69167802616, 0.390194676691)
(0.766523486385, 0.419987596346)
(0.694576790896, 0.380564802052)
(0.733888185362, 0.384621690304)
(0.655892055759, 0.384793414927)
(0.717610554184, 0.405722409154)
(0.676914925102, 0.498937972191)
(0.769642512569, 0.447826632748)
(0.699378490446, 0.400131427377)
(0.728621765181, 0.364079818965)
(0.673323112375, 0.467871186754)
(0.640035713377, 0.366199029671)
(0.765438310973, 0.469899522239)
(0.756187330189, 0.409155519493)
(0.730924893328, 0.394458637501)
(0.614902951565, 0.417094319004)
(0.654304932429, 0.339154398254)
(0.729982422516, 0.474535052074)
(0.620348683178, 0.405005679628)
(0.692237055917, 0.332726041123)
(0.678794282633, 0.387046511509)
(0.745586239802, 0.464755511415)
(0.668025049, 0.381974323249)
(0.741333642733, 0.47600140639)
(0.661274500984, 0.413100808896)
(0.648541527969, 0.396362965076)
(0.650835349294, 0.385380194078)
(0.671512625324, 0.332154726266)
(0.685465412438, 0.35708855111)
(0.651550113202, 0.356093609593)
(0.765317942746, 0.481151695672)
(0.662939801616, 0.395916350258)
(0.633052494818, 0.45091481101)
(0.636271414221, 0.400617997617)
(0.615770967804, 0.417357512408)
(0.763169928294, 0.451226175833)
(0.700313515801, 0.400947337689)
(0.694556936343, 0.32963735887)
(0.653364322981, 0.353749469793)
(0.695246261605, 0.353264066532)
(0.690319850644, 0.405215045859)
(0.752200287767, 0.443700759881)
(0.758427171948, 0.424651958234)
(0.711010776679, 0.47776683518)
(0.64198145957, 0.45463182938)
(0.729290615435, 0.416770397264)
(0.78606843244, 0.386005524249)
(0.631960494403, 0.421512098616)
(0.68228744305, 0.487170367322)
(0.679110094117, 0.387959812924)
(0.666805234901, 0.350717768515)
(0.670925675101, 0.420822174036)
(0.686541901483, 0.455838144093)
(0.671374263908, 0.373946220917)
(0.651364597222, 0.356251679747)
(0.65859537724, 0.385850964032)
(0.630862909896, 0.366815243435)
(0.652417508986, 0.424549267511)
(0.728490849223, 0.328013843811)
(0.651135649408, 0.458328202551)
(0.737682886802, 0.402639293086)
(0.783921038443, 0.442480533133)
(0.651077326659, 0.405514239045)
(0.711116253992, 0.376446977183)
(0.632992310704, 0.466949125068)
(0.707343268469, 0.408228346327)
(0.754199393071, 0.359895847429)
(0.658977577385, 0.448437022759)
(0.753195497236, 0.384194623135)
(0.683216884312, 0.384924532281)
(0.719223736614, 0.385971916711)
(0.706483318143, 0.43039781608)
(0.670002438387, 0.485234934164)
(0.774732723592, 0.461554972747)
(0.736852718305, 0.416171061196)
(0.656517474178, 0.339929681154)
(0.660692514399, 0.471396527432)
(0.674282335466, 0.424586028849)
(0.671883036828, 0.453863111648)
(0.681050876672, 0.386320468436)
(0.657199974437, 0.440968370499)
(0.62911012514, 0.420490282725)
(0.678519421165, 0.456415876263)
(0.631562162434, 0.438256863741)
(0.666347959728, 0.358586989849)
(0.679500360174, 0.420404014993)
(0.710310283231, 0.384561318105)
(0.773254800304, 0.454701199274)
(0.771626726958, 0.41243687842)
(0.655321237361, 0.347713040178)
(0.792901500942, 0.390324409784)
(0.677759984513, 0.471532469556)
(0.688367899903, 0.47046496406)
(0.703621160238, 0.502571471207)
(0.634455343077, 0.451428858184)
(0.621669631406, 0.387456651697)
(0.67621132938, 0.487033327646)
(0.739855719445, 0.45899846077)
(0.727311364684, 0.334689495491)
(0.75329725182, 0.482449241742)
(0.703670796621, 0.423059302334)
(0.634742613641, 0.436269036955)
(0.656660178778, 0.405498340188)
(0.708409830237, 0.384269362075)
(0.690234227884, 0.47760162644)
(0.762125082443, 0.378877098007)
(0.620377844553, 0.416618200146)
(0.695252466153, 0.437437206068)
(0.762675425834, 0.421667350964)
(0.635709902644, 0.370284225842)
(0.702989537271, 0.36638605059)
(0.703893539887, 0.485388683539)
(0.777723936091, 0.457924746242)
(0.654791368978, 0.482121355359)
(0.624876762169, 0.440776999658)
(0.642357455167, 0.430789694311)
(0.700632429558, 0.405094715883)
(0.635101856959, 0.424275356156)
(0.734754340236, 0.393858154597)
(0.746134101374, 0.467436031302)
(0.664007604294, 0.401551162532)
(0.769456996589, 0.368130498186)
(0.712539577259, 0.470568297628)
(0.733162253268, 0.465165602318)
(0.61946391466, 0.391303333732)
(0.658898159173, 0.386502218878)
(0.696896671322, 0.458674489745)
(0.645128406219, 0.37624338542)
(0.655545221536, 0.341235008655)
(0.669263476743, 0.37312799679)
(0.653867511809, 0.343495698529)
(0.685265625999, 0.414796343658)
(0.725706248166, 0.424229191701)
(0.712040111161, 0.449631779536)
(0.629515282111, 0.412311703531)
(0.701400552577, 0.436342391634)
(0.711054208514, 0.444664002254)
(0.658870859162, 0.376297954009)
(0.661579144281, 0.427335701348)
(0.681727792838, 0.365250133896)
(0.703041655473, 0.345953247001)
(0.737630148146, 0.376546276681)
(0.726337250678, 0.500289414861)
(0.69644994388, 0.420092531457)
(0.665405488915, 0.362102779556)
(0.77320888665, 0.423161518208)
(0.713723404981, 0.385433398549)
(0.6599268732, 0.369928436961)
(0.692131578604, 0.464819245697)
(0.649843862554, 0.443597831734)
(0.663676901896, 0.339446858275)
(0.745783544422, 0.402613872401)
(0.680671158346, 0.337957871937)
(0.6736054193, 0.370963620611)
(0.725484125354, 0.3722021586)
(0.72881100389, 0.45216475908)
(0.668731746996, 0.366777908678)
(0.659349229798, 0.38868707226)
